Record#,PIT Tag,SRR Verbose,SRR Code,Event Type,Length,Weight,Conditional Comments,Text Comments,Event Date,Event Site,Life Stage,Brood Year,Migration Year,Spawn Year,Release Site,RKM Mask,RKM Ext,Release Temp,Release Date,Tagger,Organization,Capture Method,Mark Method,Mark Temp,Hold Temp,Raceway/Transect/Tank,Hatchery,Stock,Latitude,Longitude,Lat/Long Source,CWT-S,Second PIT Tag,Scale ID,Adipose Clip,Fin Clip,CWT-BODY,Release Status,Sex,Capture Status,Snubbed Dorsal,Injury,Talley Count,Scale Age,Scale Origin ,Final Origin,Field Origin
844,3DD.003DA288C8,Hat. Summer Steelhead,32H,Mark,720,,AD FE RF,,9/28/2020 11:22,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/28/2020 11:22,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,154-4,,,,,Female,,,,,1.2,H,H,H
845,3DD.003DA2890A,Hat. Summer Steelhead,32H,Mark,640,,AD FE RF,,9/28/2020 12:20,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/28/2020 12:20,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,154-5,,,,,Female,,,,,1.2,H,H,H
846,3DD.003DA288D6,Wild Summer Steelhead,32W,Mark,870,,AI MA RF,,9/28/2020 12:20,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/28/2020 12:20,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,154-6,,,,,Male,,,,,R.2,,W,W
847,3DD.003DA28907,Wild Summer Steelhead,32W,Mark,820,,AI FE RF,,9/28/2020 12:42,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/28/2020 12:42,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,155-1,,,,,Female,,,,,R.2,,W,W
848,3DD.003DA288CB,Hat. Summer Steelhead,32H,Mark,710,,AI FE RF,,9/30/2020 7:01,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/30/2020 7:01,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,156-1,,,,,Female,,,,,1.2,H,H,H
849,3DD.003DA2890C,Hat. Summer Steelhead,32H,Mark,670,,AD FE RF,,9/30/2020 7:18,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/30/2020 7:18,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,156-2,,,,,Female,,,,,1.2,H,H,H
850,3DD.003DA28903,Hat. Summer Steelhead,32H,Mark,600,,AD FE RF,,9/30/2020 8:10,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/30/2020 8:10,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,156-3,,,,,Female,,,,,1.2,H,H,H
851,3DD.003DA288E0,Wild Summer Steelhead,32W,Mark,600,,AI FE RF,,9/30/2020 10:48,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/30/2020 10:48,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,156-4,,,,,Female,,,,,2.1,W,W,W
852,3DD.003DA288F9,Wild Summer Steelhead,32W,Mark,740,,AI FE RF,,9/30/2020 12:04,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/30/2020 12:04,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,156-5,,,,,Female,,,,,3.2,W,W,W
853,3DD.003DA28902,Hat. Summer Steelhead,32H,Mark,680,,AD FE RF,,9/30/2020 12:35,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/30/2020 12:35,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,156-6,,,,,Female,,,,,1.2,H,H,H
854,3DD.003DA288DB,Hat. Summer Steelhead,32H,Mark,590,,AD FE RF,,9/30/2020 13:05,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/30/2020 13:05,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,157-1,,,,,Female,,,,,1.1,H,H,H
855,3DD.003DA288C1,Hat. Summer Steelhead,32H,Mark,590,,AD FE RF,,9/30/2020 13:07,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/30/2020 13:07,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,157-2,,,,,Female,,,,,1.1,H,H,H
856,3DD.003DA288F6,Wild Summer Steelhead,32W,Mark,660,,AI FE RF,,9/30/2020 13:31,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/30/2020 13:31,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,157-3,,,,,Female,,,,,2.2,W,W,W
857,3DD.003DA288F7,Hat. Summer Steelhead,32H,Mark,680,,AD MA RF,,9/30/2020 13:50,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/30/2020 13:50,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,157-4,,,,,Male,,,,,1.2,H,H,H
858,3DD.003DA288BD,Wild Summer Steelhead,32W,Mark,730,,AI MA RF,,9/30/2020 14:13,PRDLD1,Adult,,2020,,PRDLD1,639,,25,9/30/2020 14:13,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,157-5,,,,,Male,,,,,2.2,W,W,W
859,3DD.003DA288ED,Hat. Summer Steelhead,32H,Mark,660,,AD FE RF,,10/2/2020 6:48,PRDLD1,Adult,,2020,,PRDLD1,639,,25,10/2/2020 6:48,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,158-1,,,,,Female,,,,,1.2,H,H,H
860,3DD.0077743806,Hat. Summer Steelhead,32H,Recapture,460,,AD MA RE RF,This is a recap!!!!,10/2/2020 8:57,PRDLD1,Adult,,2020,,PRDLD1,639,,25,10/2/2020 8:57,ECKENBERG J,CPUD,LADDER,,25,,,,,,,,,,158-2,,,,,Male,,,,,UNREADABLE,,H,H
861,3DD.003DA288D0,Wild Summer Steelhead,32W,Mark,670,,AI FE RF,,10/2/2020 9:00,PRDLD1,Adult,,2020,,PRDLD1,639,,25,10/2/2020 9:00,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,158-3,,,,,Female,,,,,2.2,W,W,W
862,3DD.003DA288CD,Wild Summer Steelhead,32W,Mark,630,,AI FE RF,,10/2/2020 9:43,PRDLD1,Adult,,2020,,PRDLD1,639,,25,10/2/2020 9:43,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,158-4,,,,,Female,,,,,R.2,,W,W
863,3DD.003DA288AF,Hat. Summer Steelhead,32H,Mark,690,,AD MA RF,,10/2/2020 11:40,PRDLD1,Adult,,2020,,PRDLD1,639,,25,10/2/2020 11:40,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,158-5,,,,,Male,,,,,1.2,H,H,H
864,3DD.003DA288C9,Hat. Summer Steelhead,32H,Mark,830,,AD FE RF,,10/2/2020 11:42,PRDLD1,Adult,,2020,,PRDLD1,639,,25,10/2/2020 11:42,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,158-6,,,,,Female,,,,,1.2,H,H,H
865,3DD.003BC732C0,Hat. Summer Steelhead,32H,Recapture,780,,AD MA RE RF,This is a recap!!!!,10/2/2020 12:25,PRDLD1,Adult,,2020,,PRDLD1,639,,25,10/2/2020 12:25,ECKENBERG J,CPUD,LADDER,,25,,,,,,,,,,159-1,,,,,Male,,,,,1.2,H,H,H
866,3DD.0077A34708,Hat. Summer Steelhead,32H,Recapture,780,,AI CW MA RE RF,This is a recap!!!!,10/2/2020 12:42,PRDLD1,Adult,,2020,,PRDLD1,639,,25,10/2/2020 12:42,ECKENBERG J,CPUD,LADDER,,25,,,,,,,,,,159-2,,,,,Male,,,,,R.2,,H,H
867,3DD.003DA288C0,Hat. Summer Steelhead,32H,Mark,810,,AD FE RF,,10/2/2020 13:01,PRDLD1,Adult,,2020,,PRDLD1,639,,25,10/2/2020 13:01,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,159-3,,,,,Female,,,,,1.2,H,H,H
868,3DD.003DA288E1,Hat. Summer Steelhead,32H,Mark,660,,AD FE RF,,10/5/2020 6:41,PRDLD1,Adult,,2020,,PRDLD1,639,,25,10/5/2020 6:41,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,160-1,,,,,Female,,,,,1.2,H,H,H
869,3DD.003DA288EA,Hat. Summer Steelhead,32H,Mark,770,,AI FE RF,SS,10/5/2020 7:44,PRDLD1,Adult,,2020,,PRDLD1,639,,25,10/5/2020 7:44,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,160-2,,,,,Female,,,,,1.2,H,H,H
870,3DD.003DA288DF,Hat. Summer Steelhead,32H,Mark,730,,AD MA RF,SS,10/5/2020 8:55,PRDLD1,Adult,,2020,,PRDLD1,639,,25,10/5/2020 8:55,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,160-3,,,,,Male,,,,,1.2,H,H,H
871,3DD.003DA288F2,Wild Summer Steelhead,32W,Mark,660,,AI FE RF,HW,10/5/2020 10:00,PRDLD1,Adult,,2020,,PRDLD1,639,,25,10/5/2020 10:00,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,160-4,,,,,Female,,,,,2.2,W,W,W
872,3DD.003DA288B5,Hat. Summer Steelhead,32H,Mark,750,,AD FE RF RV,,10/5/2020 10:23,PRDLD1,Adult,,2020,,PRDLD1,639,,25,10/5/2020 10:23,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,160-5,,,,,Female,,,,,1.2,H,H,H
873,3DD.003DA288BE,Hat. Summer Steelhead,32H,Mark,830,,AD MA RF,SS,10/5/2020 14:04,PRDLD1,Adult,,2020,,PRDLD1,639,,25,10/5/2020 14:04,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,160-6,,,,,Male,,,,,1.2,H,H,H
874,3DD.003DA288E7,Hat. Summer Steelhead,32H,Mark,780,,AD FE RF RV,,10/19/2020 7:39,PRDLD1,Adult,,2020,,PRDLD1,639,,25,10/19/2020 7:39,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,161-1,,,,,Female,,,,,1.2,H,H,H
875,3DD.003DA288DD,Wild Summer Steelhead,32W,Mark,75,,AI FE RF,,10/19/2020 9:22,PRDLD1,Adult,,2020,,PRDLD1,639,,25,10/19/2020 9:22,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,161-2,,,,,Female,,,,,3.2,W,W,W
876,3DD.003DA28900,Hat. Summer Steelhead,32H,Mark,730,,AD MA RF,,10/20/2020 7:32,PRDLD1,Adult,,2020,,PRDLD1,639,,25,10/20/2020 7:32,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,162-1,,,,,Male,,,,,1.2,H,H,H
877,3DD.003DA288EB,Wild Summer Steelhead,32W,Mark,810,,AI MA RF,,10/20/2020 12:17,PRDLD1,Adult,,2020,,PRDLD1,639,,25,10/20/2020 12:17,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,162-2,,,,,Male,,,,,2.2,W,W,W
878,3DD.003DA288C6,Hat. Summer Steelhead,32H,Mark,680,,AD FE RF,,10/20/2020 14:41,PRDLD1,Adult,,2020,,PRDLD1,639,,25,10/20/2020 14:41,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,162-3,,,,,Female,,,,,1.2,H,H,H
879,3DD.003DA288D8,Hat. Summer Steelhead,32H,Mark,500,,AD CW FE RF,,10/22/2020 7:36,PRDLD1,Adult,,2020,,PRDLD1,639,,25,10/22/2020 7:36,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,163-1,,,,,Female,,,,,1.1,H,H,H
880,3DD.003DA288AB,Wild Summer Steelhead,32W,Mark,78,,AI FE RF,,10/22/2020 9:04,PRDLD1,Adult,,2020,,PRDLD1,639,,25,10/22/2020 9:04,ECKENBERG J,CPUD,LADDER,HAND,25,,,,,,,,,,163-2,,,,,Female,,,,,2.2,W,W,W
