brood_year,year,tag_code,tag_other,species,trap_date,sex,origin,fork_length,age,final_age,ad_clip,cwt
BY20,2020,3DD.0077A01A1C,NA,ST,2019-07-25T13:53:00Z,M,W,630,R.1,NA,NA,NA
BY20,2020,3DD.0077A10C5B,NA,ST,2019-07-25T13:59:00Z,F,W,620,3.1,4,NA,NA
BY20,2020,3DD.0077A0DEF5,NA,ST,2019-07-25T14:29:00Z,F,H,680,1.2,3,AD,NA
BY20,2020,3DD.00779FFAD6,NA,ST,2019-07-25T14:33:00Z,M,W,620,2.1,3,NA,NA
BY20,2020,3DD.0077A05F7F,NA,ST,2019-07-25T14:41:00Z,F,W,680,2.2,4,NA,NA
BY20,2020,3DD.0077A071DE,NA,ST,2019-07-25T15:01:00Z,F,W,550,R.1,NA,NA,NA
BY20,2020,3DD.0077A03B56,NA,ST,2019-07-25T15:04:00Z,F,H,670,1.2,3,AD,SN
BY20,2020,3DD.0077A09F10,NA,ST,2019-07-29T07:54:00Z,F,H,700,1.2,3,AD,NA
BY20,2020,3DD.0077A0768C,NA,ST,2019-07-29T08:16:00Z,F,W,660,2.1,3,NA,NA
BY20,2020,3DD.0077A080B7,NA,ST,2019-07-29T09:30:00Z,M,H,570,1.1,2,AD,NA
BY20,2020,3DD.0077A0D220,NA,ST,2019-07-29T10:20:00Z,F,H,650,1.1,2,AD,NA
BY20,2020,3DD.0077A0C780,NA,ST,2019-07-29T13:11:00Z,F,W,740,R.2,NA,NA,NA
BY20,2020,3DD.0077A056F2,NA,ST,2019-07-29T14:05:00Z,F,H,690,1.2,3,AD,NA
BY20,2020,3DD.0077A09575,NA,ST,2019-07-29T14:22:00Z,F,W,650,2.2,4,NA,NA
BY20,2020,3DD.00779F73E0,NA,ST,2019-07-29T14:44:00Z,M,W,820,2.2,4,NA,NA
BY20,2020,3DD.0077A127F8,NA,ST,2019-07-29T15:03:00Z,F,W,720,R.2,NA,NA,NA
BY20,2020,3DD.0077A0F267,NA,ST,2019-07-31T07:13:00Z,F,H,610,1.1,2,AD,SN
BY20,2020,3DD.0077A06FD4,NA,ST,2019-07-31T07:53:00Z,F,W,570,2.1,3,NA,NA
BY20,2020,3DD.0077A0062F,NA,ST,2019-07-31T08:11:00Z,F,H,680,1.2,3,AD,NA
BY20,2020,3DD.0077A10B44,NA,ST,2019-07-31T08:22:00Z,F,W,570,2.1,3,NA,NA
BY20,2020,3DD.0077A0E28C,NA,ST,2019-07-31T08:57:00Z,F,H,680,1.2,3,AD,NA
BY20,2020,3DD.0077AED740,NA,ST,2019-07-31T09:56:00Z,F,W,470,R,NA,NA,NA
BY20,2020,3DD.0077A00137,NA,ST,2019-07-31T11:20:00Z,F,H,720,1.2,3,AD,NA
BY20,2020,3DD.0077A0D220,NA,ST,2019-07-31T11:39:00Z,F,H,650,NS,NA,AD,NA
BY20,2020,3DD.0077A04334,NA,ST,2019-07-31T12:09:00Z,F,W,710,2.2,4,NA,NA
BY20,2020,3DD.0077A0B777,NA,ST,2019-07-31T12:13:00Z,F,W,750,2.2,4,NA,NA
BY20,2020,3DD.0077A0B65E,NA,ST,2019-07-31T12:15:00Z,M,W,690,2.2,4,NA,NA
BY20,2020,3DD.0077A06BED,NA,ST,2019-07-31T13:28:00Z,F,W,770,2.2,4,NA,NA
BY20,2020,3DD.0077A02582,NA,ST,2019-07-31T13:40:00Z,F,W,670,2.1,3,NA,NA
BY20,2020,3DD.0077A0F30C,NA,ST,2019-07-31T13:58:00Z,F,H,570,1.1,2,AD,NA
BY20,2020,3DD.0077A0E20D,NA,ST,2019-07-31T14:13:00Z,M,H,650,1.2,3,NA,SN
BY20,2020,3DD.0077A0CA29,NA,ST,2019-07-31T14:44:00Z,M,W,600,R.2,NA,NA,NA
BY20,2020,3DD.00777EB0D1,NA,ST,2019-07-31T14:53:00Z,F,W,680,2.1,3,NA,NA
BY20,2020,3DD.0077A0B93C,NA,ST,2019-08-02T07:16:00Z,F,W,750,2.2,4,NA,NA
BY20,2020,3DD.0077A12764,NA,ST,2019-08-02T07:25:00Z,M,W,760,2.2,4,NA,NA
BY20,2020,3DD.00779FFFB4,NA,ST,2019-08-02T08:09:00Z,F,H,680,1.2,3,AD,SN
BY20,2020,3DD.0077A02591,NA,ST,2019-08-02T08:14:00Z,F,W,580,2.1,3,NA,NA
BY20,2020,3DD.0077A121D1,NA,ST,2019-08-02T08:16:00Z,F,H,690,1.2,3,NA,SN
BY20,2020,3DD.0077A0BA44,NA,ST,2019-08-02T08:48:00Z,F,W,690,2.2,4,NA,NA
BY20,2020,3DD.0077A0FB65,NA,ST,2019-08-02T08:51:00Z,F,W,610,2.1,3,NA,NA
BY20,2020,3DD.0077A12062,NA,ST,2019-08-02T09:20:00Z,M,W,600,2.1,3,NA,NA
BY20,2020,3DD.0077A06C1D,NA,ST,2019-08-02T10:01:00Z,M,W,760,R.2,NA,NA,NA
BY20,2020,3DD.0077A109F1,NA,ST,2019-08-02T10:22:00Z,F,H,610,1.1,2,AD,SN
BY20,2020,3DD.00779FE318,NA,ST,2019-08-02T10:27:00Z,F,H,750,1.2,3,AD,NA
BY20,2020,3DD.0077A084E9,NA,ST,2019-08-02T11:05:00Z,F,W,680,2.2,4,NA,NA
BY20,2020,3DD.00779FEFB5,NA,ST,2019-08-02T11:29:00Z,F,H,690,1.2,3,NA,NA
BY20,2020,3DD.0077A05D20,NA,ST,2019-08-02T12:29:00Z,F,W,600,R.1,NA,NA,NA
BY20,2020,3DD.0077A0FD65,NA,ST,2019-08-02T13:02:00Z,F,H,670,1.2,3,AD,NA
BY20,2020,3DD.0077A06BE3,NA,ST,2019-08-02T13:32:00Z,F,H,690,1.2,3,AD,NA
BY20,2020,3DD.0077A0D56F,NA,ST,2019-08-02T13:35:00Z,F,W,580,R.1,NA,NA,NA
BY20,2020,3DD.0077A0E293,NA,ST,2019-08-02T13:37:00Z,F,W,740,2.2,4,NA,NA
BY20,2020,3DD.0077A0C564,NA,ST,2019-08-02T14:04:00Z,M,W,730,2.2,4,NA,NA
BY20,2020,3DD.0077A0EE67,NA,ST,2019-08-02T14:25:00Z,F,W,570,2.1,3,NA,NA
BY20,2020,3DD.0077A049D6,NA,ST,2019-08-02T14:57:00Z,F,W,770,2.1,3,NA,NA
BY20,2020,3DD.0077A0F187,NA,ST,2019-08-02T15:02:00Z,F,W,680,2.2,4,NA,NA
BY20,2020,3DD.007749E44E,NA,ST,2019-08-02T15:03:00Z,F,W,670,2.2,4,NA,NA
BY20,2020,3DD.0077A049A9,NA,ST,2019-08-02T15:10:00Z,F,H,620,1.2,3,AD,SN
BY20,2020,3DD.0077A0FB63,NA,ST,2019-08-02T15:13:00Z,M,W,750,2.2,4,NA,NA
BY20,2020,3DD.0077A0D4A4,NA,ST,2019-08-05T07:07:00Z,F,W,740,2.2,4,NA,NA
BY20,2020,3DD.0077A10B62,NA,ST,2019-08-05T07:37:00Z,F,W,700,2.2,4,NA,NA
BY20,2020,3DD.0077A049BD,NA,ST,2019-08-05T07:38:00Z,F,H,650,R,NA,AD,SN
BY20,2020,3DD.0077A02139,NA,ST,2019-08-05T08:10:00Z,F,H,730,1.2,3,NA,NA
BY20,2020,3DD.0077A0283C,NA,ST,2019-08-05T09:12:00Z,F,W,610,2.1,3,NA,NA
BY20,2020,3DD.0077A0C41A,NA,ST,2019-08-05T10:38:00Z,F,H,640,1.2,3,AD,SN
BY20,2020,3DD.0077A0C6B3,NA,ST,2019-08-05T12:18:00Z,F,W,720,2.2,4,NA,NA
BY20,2020,3DD.0077A02060,NA,ST,2019-08-05T13:25:00Z,M,W,720,2.2,4,NA,NA
BY20,2020,3DD.0077A0EE53,NA,ST,2019-08-05T13:43:00Z,F,H,670,1.1,2,AD,NA
BY20,2020,3DD.0077A0D6C4,NA,ST,2019-08-05T14:11:00Z,M,H,740,1.2,3,NA,SN
BY20,2020,3DD.0077A0D4BE,NA,ST,2019-08-05T14:29:00Z,F,W,650,2.2,4,NA,NA
BY20,2020,3DD.0077A02DEA,NA,ST,2019-08-05T14:50:00Z,F,H,600,1.1,2,AD,NA
BY20,2020,3DD.0077A04053,NA,ST,2019-08-05T14:58:00Z,M,H,600,1.1,2,AD,NA
BY20,2020,3DD.0077A0EFA7,NA,ST,2019-08-05T14:59:00Z,F,W,710,2.2,4,NA,NA
BY20,2020,3DD.0077A05195,NA,ST,2019-08-07T06:54:00Z,F,W,570,2.1,3,NA,NA
BY20,2020,3DD.0077A00B04,NA,ST,2019-08-07T08:56:00Z,F,W,740,2.2,4,NA,NA
BY20,2020,3DD.0077A02844,NA,ST,2019-08-07T09:03:00Z,F,W,620,2.2,4,NA,NA
BY20,2020,3DD.0077A02065,NA,ST,2019-08-07T10:29:00Z,M,H,720,R.2,NA,AD,SN
BY20,2020,3DD.0077A0D64F,NA,ST,2019-08-07T11:02:00Z,M,W,780,W1.2,NA,NA,NA
BY20,2020,3DD.0077A0120B,NA,ST,2019-08-07T11:30:00Z,F,W,600,2.1,3,NA,NA
BY20,2020,3DD.0077A01432,NA,ST,2019-08-07T12:35:00Z,F,W,560,3.1,4,NA,NA
BY20,2020,3DD.0077A108D6,NA,ST,2019-08-07T13:31:00Z,F,W,670,2.2,4,NA,NA
BY20,2020,3DD.0077A03308,NA,ST,2019-08-07T14:07:00Z,M,W,520,2.1,3,NA,NA
BY20,2020,3DD.0077A0F17A,NA,ST,2019-08-07T14:33:00Z,F,W,710,2.2,4,NA,NA
BY20,2020,3DD.0077A10108,NA,ST,2019-08-07T14:35:00Z,F,H,570,1.1,2,AD,NA
BY20,2020,3DD.0077A100CF,NA,ST,2019-08-07T14:39:00Z,F,H,580,1.1,2,AD,NA
BY20,2020,3DD.0077A071CB,NA,ST,2019-08-07T14:43:00Z,M,W,590,2.1,3,NA,NA
BY20,2020,3DD.0077A0F083,NA,ST,2019-08-08T07:03:00Z,M,H,790,1.2,3,AD,BD
BY20,2020,3DD.0077A0C7D2,NA,ST,2019-08-08T07:55:00Z,F,H,640,1.2,3,AD,NA
BY20,2020,3DD.0077A05FEF,NA,ST,2019-08-08T08:04:00Z,M,H,510,1.1,2,AD,SN
BY20,2020,3DD.0077A07698,NA,ST,2019-08-08T08:32:00Z,F,W,710,3.2,5,NA,NA
BY20,2020,3DD.0077A0E29A,NA,ST,2019-08-08T09:05:00Z,F,H,590,1.1,2,AD,NA
BY20,2020,3DD.0077A0062B,NA,ST,2019-08-08T09:49:00Z,F,W,710,2.2,4,NA,NA
BY20,2020,3DD.0077A12748,NA,ST,2019-08-08T11:26:00Z,M,H,720,1.2,3,AD,NA
BY20,2020,3DD.0077A0EF9B,NA,ST,2019-08-08T12:01:00Z,F,W,660,3.2,5,NA,NA
BY20,2020,3DD.0077A032E5,NA,ST,2019-08-08T12:24:00Z,M,W,650,R.1,NA,NA,NA
BY20,2020,3DD.0077A10063,NA,ST,2019-08-08T13:11:00Z,F,W,690,2.2,4,NA,NA
BY20,2020,3DD.0077A0D1F3,NA,ST,2019-08-08T13:33:00Z,F,W,620,2.1,3,NA,NA
BY20,2020,3DD.0077A10BA6,NA,ST,2019-08-08T14:37:00Z,M,W,660,2.2,4,NA,NA
BY20,2020,3DD.0077A0652E,NA,ST,2019-08-08T14:41:00Z,F,W,660,2.2,4,NA,NA
BY20,2020,3DD.0077A0BBB0,NA,ST,2019-08-08T14:47:00Z,F,W,720,2.2,4,NA,NA
BY20,2020,3DD.0077A1007E,NA,ST,2019-08-13T06:52:00Z,F,W,590,2.1,3,NA,NA
BY20,2020,3DD.0077A019FF,NA,ST,2019-08-13T07:38:00Z,F,W,720,2.2,4,NA,NA
BY20,2020,3DD.0077A011D4,NA,ST,2019-08-13T08:33:00Z,F,W,620,R.1,NA,NA,NA
BY20,2020,3DD.0077A0719E,NA,ST,2019-08-13T08:36:00Z,F,W,570,2.1,3,NA,NA
BY20,2020,3DD.0077A0F157,NA,ST,2019-08-13T08:46:00Z,F,W,630,3.1,4,NA,NA
BY20,2020,3DD.0077A075C8,NA,ST,2019-08-13T09:55:00Z,F,H,710,1.2,3,AD,SN
BY20,2020,3DD.0077A012B8,NA,ST,2019-08-13T10:47:00Z,F,W,720,2.2,4,NA,NA
BY20,2020,3DD.0077A02CD5,NA,ST,2019-08-15T07:16:00Z,F,W,570,2.1,3,NA,NA
BY20,2020,3DD.0077A0FF28,NA,ST,2019-08-15T07:38:00Z,M,W,640,2.2,4,NA,NA
BY20,2020,3DD.0077A05F8C,NA,ST,2019-08-15T07:50:00Z,F,W,750,2.2,4,NA,NA
BY20,2020,3DD.0077A0A157,NA,ST,2019-08-15T08:25:00Z,F,W,750,2.2,4,NA,NA
BY20,2020,3DD.0077A0013B,NA,ST,2019-08-15T09:18:00Z,M,W,560,2.1,3,NA,NA
BY20,2020,3DD.0077A035CB,NA,ST,2019-08-15T09:25:00Z,F,W,540,2.1,3,NA,NA
BY20,2020,3DD.0077A0F033,NA,ST,2019-08-15T09:53:00Z,F,H,650,1.2,3,AD,NA
BY20,2020,3DD.0077A1009C,NA,ST,2019-08-15T10:32:00Z,M,W,600,2.1,3,NA,NA
BY20,2020,3DD.0077A11799,NA,ST,2019-08-15T10:56:00Z,F,W,530,2.1,3,NA,NA
BY20,2020,3DD.0077A0AA79,NA,ST,2019-08-15T11:13:00Z,F,H,530,1.1,2,AD,NA
BY20,2020,3DD.00779FB483,NA,ST,2019-08-15T12:53:00Z,F,W,740,2.2,4,NA,NA
BY20,2020,3DD.0077A10E68,NA,ST,2019-08-15T13:24:00Z,F,H,730,1.2,3,AD,NA
BY20,2020,3DD.0077A04320,NA,ST,2019-08-15T13:41:00Z,F,W,640,W1.2,NA,NA,NA
BY20,2020,3DD.0077A0A985,NA,ST,2019-08-15T14:00:00Z,M,H,720,1.2,3,NA,SN
BY20,2020,3DD.0077A0A20B,NA,ST,2019-08-15T14:09:00Z,F,W,750,2.2,4,NA,NA
BY20,2020,3DD.00779FC274,NA,ST,2019-08-16T06:54:00Z,M,W,560,3.1,4,NA,NA
BY20,2020,3DD.0077A0D50E,NA,ST,2019-08-16T08:12:00Z,F,H,750,1.2,3,AD,NA
BY20,2020,3DD.0077A07B9B,NA,ST,2019-08-16T09:10:00Z,F,H,700,1.2,3,AD,NA
BY20,2020,3DD.0077A0584E,NA,ST,2019-08-16T11:16:00Z,F,W,640,2.1,3,NA,NA
BY20,2020,3DD.0077A0F189,NA,ST,2019-08-16T11:28:00Z,F,W,570,2.1,3,NA,NA
BY20,2020,3DD.0077A11FA2,NA,ST,2019-08-16T13:10:00Z,M,W,720,R.2,NA,NA,NA
BY20,2020,3DD.0077A09EDB,NA,ST,2019-08-16T14:42:00Z,M,W,640,2.1,3,NA,NA
BY20,2020,3DD.0077A11524,NA,ST,2019-08-19T07:04:00Z,F,W,620,2.2,4,NA,NA
BY20,2020,3DD.0077A0ED62,NA,ST,2019-08-19T07:35:00Z,F,W,670,2.2,4,NA,NA
BY20,2020,3DD.0077A0EF14,NA,ST,2019-08-19T07:45:00Z,F,W,730,W1.2,NA,NA,NA
BY20,2020,3DD.0077A09794,NA,ST,2019-08-19T07:50:00Z,M,W,770,R.2,NA,NA,NA
BY20,2020,3DD.0077A0EEAF,NA,ST,2019-08-19T08:24:00Z,F,H,680,1.2,3,NA,NA
BY20,2020,3DD.0077A09F00,NA,ST,2019-08-19T09:17:00Z,M,H,620,1.1,2,AD,SN
BY20,2020,3DD.00779FC255,NA,ST,2019-08-19T10:50:00Z,F,H,690,1.2,3,NA,SN
BY20,2020,3DD.0077A011B2,NA,ST,2019-08-19T10:52:00Z,F,H,690,1.2,3,NA,SN
BY20,2020,3DD.0077A1151F,NA,ST,2019-08-19T11:50:00Z,F,W,570,R.1,NA,NA,NA
BY20,2020,3DD.0077A019E1,NA,ST,2019-08-19T13:11:00Z,F,H,680,R,NA,AD,NA
BY20,2020,3DD.0077A0563B,NA,ST,2019-08-19T13:42:00Z,M,W,600,2.1,3,NA,NA
BY20,2020,3DD.0077A0128F,NA,ST,2019-08-19T14:08:00Z,F,W,580,3.1,4,NA,NA
BY20,2020,3DD.0077A005AE,NA,ST,2019-08-19T14:10:00Z,M,H,600,1.1,2,AD,NA
BY20,2020,3DD.0077A01FA8,NA,ST,2019-08-19T14:23:00Z,F,W,700,2.2,4,NA,NA
BY20,2020,3DD.0077A0ECD8,NA,ST,2019-08-21T07:13:00Z,F,W,600,2.1,3,NA,NA
BY20,2020,3DD.0077A06F80,NA,ST,2019-08-21T07:48:00Z,F,W,550,2.1,3,NA,NA
BY20,2020,3DD.00778E0685,NA,ST,2019-08-21T08:06:00Z,F,W,580,R.1,NA,NA,NA
BY20,2020,3DD.0077A0E0A0,NA,ST,2019-08-21T08:13:00Z,F,H,550,1.1,2,AD,NA
BY20,2020,3DD.007781F0CA,NA,ST,2019-08-21T09:07:00Z,F,W,730,2.2,4,NA,NA
BY20,2020,3DD.0077A0D526,NA,ST,2019-08-21T10:02:00Z,F,W,680,2.2,4,NA,NA
BY20,2020,3DD.0077A056FD,NA,ST,2019-08-21T10:09:00Z,M,H,550,1.1,2,AD,SN
BY20,2020,3DD.0077A10BC5,NA,ST,2019-08-21T10:12:00Z,F,H,540,1.1,2,AD,NA
BY20,2020,3DD.0077A06412,NA,ST,2019-08-21T10:15:00Z,F,H,570,1.1,2,AD,NA
BY20,2020,3DD.0077A11955,NA,ST,2019-08-21T10:52:00Z,F,W,550,2.1,3,NA,NA
BY20,2020,3DD.0077A025A0,NA,ST,2019-08-21T11:18:00Z,F,H,670,1.2,3,AD,SN
BY20,2020,3DD.0077A108EA,NA,ST,2019-08-21T11:39:00Z,F,W,710,R.2,NA,NA,NA
BY20,2020,3DD.0077A0D56A,NA,ST,2019-08-21T11:46:00Z,F,H,620,1.1,2,NA,SN
BY20,2020,3DD.0077A0F0B0,NA,ST,2019-08-21T11:48:00Z,M,H,560,R.1,NA,AD,NA
BY20,2020,3DD.0077A0493B,NA,ST,2019-08-21T11:50:00Z,M,W,500,2.1,3,NA,NA
BY20,2020,3DD.0077A0D49D,NA,ST,2019-08-21T12:19:00Z,F,H,680,1.2,3,AD,SN
BY20,2020,3DD.003BE1627B,NA,ST,2019-08-21T13:29:00Z,F,H,660,1.2,3,AD,SN
BY20,2020,3DD.0077A11622,NA,ST,2019-08-21T14:00:00Z,M,H,670,1.2,3,AD,NA
BY20,2020,3DD.0077A12252,NA,ST,2019-08-21T14:07:00Z,M,W,810,2.2,4,NA,NA
BY20,2020,3DD.00779FF611,NA,ST,2019-08-21T14:48:00Z,M,W,580,2.1,3,NA,NA
BY20,2020,3DD.0077A0E31A,NA,ST,2019-08-22T06:57:00Z,M,W,600,3.1,4,NA,NA
BY20,2020,3DD.0077A042F9,NA,ST,2019-08-22T07:48:00Z,F,W,610,2.1,3,NA,NA
BY20,2020,3DD.00779F5329,NA,ST,2019-08-22T07:51:00Z,M,H,750,1.2,3,AD,NA
BY20,2020,3DD.0077A0EF7A,NA,ST,2019-08-22T08:38:00Z,F,W,650,2.1,3,NA,NA
BY20,2020,3DD.0077A005D4,NA,ST,2019-08-22T08:55:00Z,F,W,560,R.1,NA,NA,NA
BY20,2020,3DD.00779F9848,NA,ST,2019-08-22T09:05:00Z,F,W,720,2.2,4,NA,NA
BY20,2020,3DD.0077A04366,NA,ST,2019-08-22T09:12:00Z,F,W,550,2.1,3,NA,NA
BY20,2020,3DD.0077A11932,NA,ST,2019-08-22T09:17:00Z,F,W,600,2.1,3,NA,NA
BY20,2020,3DD.0077A0AB1D,NA,ST,2019-08-22T09:27:00Z,F,W,630,2.1,3,NA,NA
BY20,2020,3DD.0077A03396,NA,ST,2019-08-22T09:49:00Z,F,W,730,2.2,4,NA,NA
BY20,2020,3DD.0077A0B635,NA,ST,2019-08-22T11:37:00Z,F,H,580,1.1,2,AD,NA
BY20,2020,3DD.0077A006BB,NA,ST,2019-08-22T12:22:00Z,F,W,580,2.1,3,NA,NA
BY20,2020,3DD.00779FC27A,NA,ST,2019-08-22T13:36:00Z,F,W,570,R.1,NA,NA,NA
BY20,2020,3DD.0077A02546,NA,ST,2019-08-22T13:51:00Z,F,W,590,2.1,3,NA,NA
BY20,2020,3DD.00779FA62E,NA,ST,2019-08-22T14:26:00Z,M,W,570,2.1,3,NA,NA
BY20,2020,3DD.0077A0E511,NA,ST,2019-08-22T14:48:00Z,M,H,590,1.1,2,AD,SN
BY20,2020,3DD.0077A03BDA,NA,ST,2019-08-22T14:53:00Z,F,W,630,2.1,3,NA,NA
BY20,2020,3DD.0077A0C469,NA,ST,2019-08-26T06:58:00Z,M,H,710,1.2,3,AD,SN
BY20,2020,3DD.0077A05CD7,NA,ST,2019-08-26T07:50:00Z,F,H,630,1.2,3,AD,NA
BY20,2020,3DD.0077A051B0,NA,ST,2019-08-26T07:52:00Z,M,W,540,2.1,3,NA,NA
BY20,2020,3DD.00779FF645,NA,ST,2019-08-26T09:31:00Z,F,H,670,1.2,3,AD,NA
BY20,2020,3DD.0077A10A15,NA,ST,2019-08-26T10:19:00Z,F,W,570,2.1,3,NA,NA
BY20,2020,3DD.0077A07777,NA,ST,2019-08-26T10:21:00Z,M,H,660,1.2,3,AD,NA
BY20,2020,3DD.0077A05663,NA,ST,2019-08-26T13:44:00Z,F,H,700,1.2,3,AD,NA
BY20,2020,3DD.0077A0F010,NA,ST,2019-08-26T13:47:00Z,F,W,740,R.2,NA,NA,NA
BY20,2020,3DD.0077A0F047,NA,ST,2019-08-26T13:49:00Z,F,H,720,1.2,3,NA,SN
BY20,2020,3DD.0077A00C8A,NA,ST,2019-08-26T13:59:00Z,F,W,600,3.1,4,NA,NA
BY20,2020,3DD.0077A0E1EC,NA,ST,2019-08-26T14:11:00Z,F,H,650,1.2,3,AD,NA
BY20,2020,3DD.0077A08059,NA,ST,2019-08-28T07:05:00Z,M,H,750,1.2,3,AD,NA
BY20,2020,3DD.0077A0D460,NA,ST,2019-08-28T07:54:00Z,F,H,720,1.2,3,AD,NA
BY20,2020,3DD.0077A03BA2,NA,ST,2019-08-28T09:18:00Z,M,W,610,2.1,3,NA,NA
BY20,2020,3DD.0077A0765F,NA,ST,2019-08-28T09:30:00Z,F,W,610,2.1,3,NA,NA
BY20,2020,3DD.00779FEFB7,NA,ST,2019-08-28T09:31:00Z,F,H,560,1.1,2,AD,NA
BY20,2020,3DD.0077A49B16,NA,ST,2019-08-28T09:55:00Z,F,W,620,2.1,3,NA,NA
BY20,2020,3DD.0077A0359A,NA,ST,2019-08-28T10:28:00Z,M,W,600,2.1,3,NA,NA
BY20,2020,3DD.00779F73D4,NA,ST,2019-08-28T10:45:00Z,M,H,560,1.1,2,AD,NA
BY20,2020,3DD.00779F672F,NA,ST,2019-08-28T10:46:00Z,M,W,610,2.1,3,NA,NA
BY20,2020,3DD.0077A02058,NA,ST,2019-08-28T11:36:00Z,F,W,670,2.2,4,NA,NA
BY20,2020,3DD.0077A01D7C,NA,ST,2019-08-28T11:38:00Z,F,W,620,2.1,3,NA,NA
BY20,2020,3DD.0077A049EB,NA,ST,2019-08-28T12:10:00Z,F,H,650,1.2,3,AD,NA
BY20,2020,3DD.0077A0336B,NA,ST,2019-08-28T12:17:00Z,F,H,630,1.2,3,NA,BD
BY20,2020,3DD.00779FC289,NA,ST,2019-08-28T12:50:00Z,F,H,530,1.1,2,AD,NA
BY20,2020,3DD.0077A06A8A,NA,ST,2019-08-28T12:54:00Z,M,W,600,2.1,3,NA,NA
BY20,2020,3DD.0077A00D5E,NA,ST,2019-08-28T13:23:00Z,M,W,560,2.1,3,NA,NA
BY20,2020,3DD.0077A0E127,NA,ST,2019-08-28T13:36:00Z,M,H,680,1.2,3,AD,NA
BY20,2020,3DD.0077A0514D,NA,ST,2019-08-30T07:07:00Z,M,H,590,1.1,2,AD,NA
BY20,2020,3DD.0077A0D454,NA,ST,2019-08-30T12:18:00Z,F,H,500,1.1,2,AD,SN
BY20,2020,3DD.00779FB4A5,NA,ST,2019-08-30T12:20:00Z,F,W,590,3.1,4,NA,NA
BY20,2020,3DD.00779FFB6A,NA,ST,2019-08-30T12:23:00Z,M,W,610,R.1,NA,NA,NA
BY20,2020,3DD.00779FCE97,NA,ST,2019-08-30T14:35:00Z,F,H,580,R.1,NA,AD,SN
BY20,2020,3DD.0077A02BAB,NA,ST,2019-09-03T06:52:00Z,F,H,710,1.2,3,AD,NA
BY20,2020,3DD.0077A0D4DA,NA,ST,2019-09-03T07:50:00Z,F,H,570,1.1,2,AD,NA
BY20,2020,3DD.0077A0BAA2,NA,ST,2019-09-03T07:55:00Z,F,H,700,R.2,NA,NA,SN
BY20,2020,3DD.0077A0E321,NA,ST,2019-09-03T08:02:00Z,M,W,600,2.1,3,NA,NA
BY20,2020,3DD.0077A027F3,NA,ST,2019-09-03T08:43:00Z,F,W,720,2.2,4,NA,NA
BY20,2020,3DD.0077A04946,NA,ST,2019-09-03T08:50:00Z,F,W,650,2.1,3,NA,NA
BY20,2020,3DD.0077A06A61,NA,ST,2019-09-03T08:53:00Z,M,H,600,1.1,2,NA,SN
BY20,2020,3DD.0077A0D1FB,NA,ST,2019-09-03T09:16:00Z,F,H,680,1.2,3,AD,NA
BY20,2020,3DD.00779F5BEF,NA,ST,2019-09-03T09:23:00Z,F,H,750,1.2,3,AD,NA
BY20,2020,3DD.0077A108ED,NA,ST,2019-09-03T09:27:00Z,F,W,760,2.2,4,NA,NA
BY20,2020,3DD.0077A06558,NA,ST,2019-09-03T10:23:00Z,F,W,560,2.1,3,NA,NA
BY20,2020,3DD.0077A07121,NA,ST,2019-09-03T10:55:00Z,F,W,600,R.1,NA,NA,NA
BY20,2020,3DD.0077A01FD6,NA,ST,2019-09-03T11:20:00Z,F,W,550,3.1,4,NA,NA
BY20,2020,3DD.0077A0FC48,NA,ST,2019-09-03T11:35:00Z,M,H,570,1.1,2,AD,SN
BY20,2020,3DD.0077A06C1B,NA,ST,2019-09-03T13:10:00Z,F,W,600,R.1,NA,NA,NA
BY20,2020,3DD.0077A07177,NA,ST,2019-09-03T13:27:00Z,F,H,730,1.2,3,AD,SN
BY20,2020,3DD.0077A116D2,NA,ST,2019-09-03T13:31:00Z,F,H,590,1.1,2,AD,NA
BY20,2020,3DD.0077A0B649,NA,ST,2019-09-03T13:52:00Z,F,W,580,2.1,3,NA,NA
BY20,2020,3DD.0077A0A205,NA,ST,2019-09-03T14:22:00Z,F,H,680,1.2,3,NA,SN
BY20,2020,3DD.0077A0986D,NA,ST,2019-09-03T14:27:00Z,M,H,610,1.1,2,AD,SN
BY20,2020,3DD.0077A10AF5,NA,ST,2019-09-03T14:41:00Z,F,H,670,1.2,3,AD,SN
BY20,2020,3DD.0077A0043E,NA,ST,2019-09-03T14:46:00Z,F,W,640,2.1,3,NA,NA
BY20,2020,3DD.0077A0C7FA,NA,ST,2019-09-04T06:57:00Z,F,H,730,1.2,3,AD,SN
BY20,2020,3DD.0077A04B59,NA,ST,2019-09-04T08:44:00Z,F,W,700,2.2,4,NA,NA
BY20,2020,3DD.0077A0EEF7,NA,ST,2019-09-04T09:34:00Z,F,W,600,2.1,3,NA,NA
BY20,2020,3DD.0077A0517E,NA,ST,2019-09-04T10:07:00Z,F,W,600,2.1,3,NA,NA
BY20,2020,3DD.0077A048FD,NA,ST,2019-09-04T10:20:00Z,F,W,780,W1.2,NA,NA,NA
BY20,2020,3DD.0077A047D6,NA,ST,2019-09-04T10:35:00Z,F,W,580,2.1,3,NA,NA
BY20,2020,3DD.0077A0E16F,NA,ST,2019-09-04T10:38:00Z,M,H,660,1.1,2,AD,NA
BY20,2020,3DD.0077A042E4,NA,ST,2019-09-04T10:54:00Z,M,H,390,R,NA,AD,NA
BY20,2020,3DD.0077A12784,NA,ST,2019-09-04T11:02:00Z,M,W,640,R.1,NA,NA,NA
